fpath,NACA_no,AoA,Mach,CD,CL
airfoils-2deg/NACA2019a_-2Re_50000M_0.3.jpg,NACA2019,-2,0.3,0.04193,-0.3346
airfoils-2deg/NACA2020a_-2Re_50000M_0.3.jpg,NACA2020,-2,0.3,0.0458,-0.3069
airfoils-2deg/NACA2021a_-2Re_50000M_0.3.jpg,NACA2021,-2,0.3,0.04932,-0.3009
airfoils-2deg/NACA2022a_-2Re_50000M_0.3.jpg,NACA2022,-2,0.3,0.05312,-0.2934
airfoils-2deg/NACA2023a_-2Re_50000M_0.3.jpg,NACA2023,-2,0.3,0.05712,-0.3096
airfoils-2deg/NACA2025a_-2Re_50000M_0.3.jpg,NACA2025,-2,0.3,0.06776,-0.2463
airfoils-2deg/NACA2026a_-2Re_50000M_0.3.jpg,NACA2026,-2,0.3,0.07279,-0.2989
airfoils-2deg/NACA2029a_-2Re_50000M_0.3.jpg,NACA2029,-2,0.3,0.10184,-0.0247
airfoils-2deg/NACA2030a_-2Re_50000M_0.3.jpg,NACA2030,-2,0.3,0.11136,-0.0154
airfoils-2deg/NACA2107a_-2Re_50000M_0.3.jpg,NACA2107,-2,0.3,0.02651,-0.1285
airfoils-2deg/NACA2109a_-2Re_50000M_0.3.jpg,NACA2109,-2,0.3,0.02582,-0.1632
airfoils-2deg/NACA2110a_-2Re_50000M_0.3.jpg,NACA2110,-2,0.3,0.02601,-0.1842
airfoils-2deg/NACA2112a_-2Re_50000M_0.3.jpg,NACA2112,-2,0.3,0.02643,-0.2332
airfoils-2deg/NACA2113a_-2Re_50000M_0.3.jpg,NACA2113,-2,0.3,0.02719,-0.2653
airfoils-2deg/NACA2114a_-2Re_50000M_0.3.jpg,NACA2114,-2,0.3,0.02788,-0.3007
airfoils-2deg/NACA2115a_-2Re_50000M_0.3.jpg,NACA2115,-2,0.3,0.0282,-0.3379
airfoils-2deg/NACA2120a_-2Re_50000M_0.3.jpg,NACA2120,-2,0.3,0.04579,-0.3289
airfoils-2deg/NACA2121a_-2Re_50000M_0.3.jpg,NACA2121,-2,0.3,0.05131,-0.3031
airfoils-2deg/NACA2122a_-2Re_50000M_0.3.jpg,NACA2122,-2,0.3,0.05437,-0.3256
airfoils-2deg/NACA2124a_-2Re_50000M_0.3.jpg,NACA2124,-2,0.3,0.06333,-0.2968
airfoils-2deg/NACA2125a_-2Re_50000M_0.3.jpg,NACA2125,-2,0.3,0.07174,-0.2175
airfoils-2deg/NACA2206a_-2Re_50000M_0.3.jpg,NACA2206,-2,0.3,0.02493,-0.1027
airfoils-2deg/NACA2207a_-2Re_50000M_0.3.jpg,NACA2207,-2,0.3,0.02388,-0.1175
airfoils-2deg/NACA2208a_-2Re_50000M_0.3.jpg,NACA2208,-2,0.3,0.02333,-0.1344
airfoils-2deg/NACA2209a_-2Re_50000M_0.3.jpg,NACA2209,-2,0.3,0.02309,-0.1545
airfoils-2deg/NACA2210a_-2Re_50000M_0.3.jpg,NACA2210,-2,0.3,0.02311,-0.1769
airfoils-2deg/NACA2211a_-2Re_50000M_0.3.jpg,NACA2211,-2,0.3,0.02347,-0.2031
airfoils-2deg/NACA2212a_-2Re_50000M_0.3.jpg,NACA2212,-2,0.3,0.02398,-0.2341
airfoils-2deg/NACA2213a_-2Re_50000M_0.3.jpg,NACA2213,-2,0.3,0.02453,-0.2697
airfoils-2deg/NACA2215a_-2Re_50000M_0.3.jpg,NACA2215,-2,0.3,0.02682,-0.3602
airfoils-2deg/NACA2217a_-2Re_50000M_0.3.jpg,NACA2217,-2,0.3,0.03424,-0.3305
airfoils-2deg/NACA2218a_-2Re_50000M_0.3.jpg,NACA2218,-2,0.3,0.03774,-0.3181
airfoils-2deg/NACA2219a_-2Re_50000M_0.3.jpg,NACA2219,-2,0.3,0.0409,-0.3189
airfoils-2deg/NACA2220a_-2Re_50000M_0.3.jpg,NACA2220,-2,0.3,0.04462,-0.3148
airfoils-2deg/NACA2221a_-2Re_50000M_0.3.jpg,NACA2221,-2,0.3,0.04839,-0.3104
airfoils-2deg/NACA2222a_-2Re_50000M_0.3.jpg,NACA2222,-2,0.3,0.05223,-0.302
airfoils-2deg/NACA2224a_-2Re_50000M_0.3.jpg,NACA2224,-2,0.3,0.06382,-0.2067
airfoils-2deg/NACA2229a_-2Re_50000M_0.3.jpg,NACA2229,-2,0.3,0.09934,0.0707
airfoils-2deg/NACA2304a_-2Re_50000M_0.3.jpg,NACA2304,-2,0.3,0.02356,-0.0721
airfoils-2deg/NACA2305a_-2Re_50000M_0.3.jpg,NACA2305,-2,0.3,0.02235,-0.0818
airfoils-2deg/NACA2306a_-2Re_50000M_0.3.jpg,NACA2306,-2,0.3,0.02143,-0.0951
airfoils-2deg/NACA2307a_-2Re_50000M_0.3.jpg,NACA2307,-2,0.3,0.02082,-0.1093
airfoils-2deg/NACA2308a_-2Re_50000M_0.3.jpg,NACA2308,-2,0.3,0.02037,-0.1281
airfoils-2deg/NACA2309a_-2Re_50000M_0.3.jpg,NACA2309,-2,0.3,0.02016,-0.151
airfoils-2deg/NACA2310a_-2Re_50000M_0.3.jpg,NACA2310,-2,0.3,0.02033,-0.1782
airfoils-2deg/NACA2311a_-2Re_50000M_0.3.jpg,NACA2311,-2,0.3,0.02108,-0.2108
airfoils-2deg/NACA2312a_-2Re_50000M_0.3.jpg,NACA2312,-2,0.3,0.02249,-0.2467
airfoils-2deg/NACA2313a_-2Re_50000M_0.3.jpg,NACA2313,-2,0.3,0.02431,-0.2852
airfoils-2deg/NACA2314a_-2Re_50000M_0.3.jpg,NACA2314,-2,0.3,0.02637,-0.3264
airfoils-2deg/NACA2315a_-2Re_50000M_0.3.jpg,NACA2315,-2,0.3,0.02871,-0.3237
airfoils-2deg/NACA2316a_-2Re_50000M_0.3.jpg,NACA2316,-2,0.3,0.03132,-0.3097
airfoils-2deg/NACA2317a_-2Re_50000M_0.3.jpg,NACA2317,-2,0.3,0.034,-0.3014
airfoils-2deg/NACA2318a_-2Re_50000M_0.3.jpg,NACA2318,-2,0.3,0.03653,-0.3035
airfoils-2deg/NACA2319a_-2Re_50000M_0.3.jpg,NACA2319,-2,0.3,0.0392,-0.305
airfoils-2deg/NACA2320a_-2Re_50000M_0.3.jpg,NACA2320,-2,0.3,0.04184,-0.3163
airfoils-2deg/NACA2321a_-2Re_50000M_0.3.jpg,NACA2321,-2,0.3,0.04478,-0.3378
airfoils-2deg/NACA2323a_-2Re_50000M_0.3.jpg,NACA2323,-2,0.3,0.05124,-0.3653
airfoils-2deg/NACA2324a_-2Re_50000M_0.3.jpg,NACA2324,-2,0.3,0.05471,-0.4119
airfoils-2deg/NACA2325a_-2Re_50000M_0.3.jpg,NACA2325,-2,0.3,0.05877,-0.4033
airfoils-2deg/NACA2326a_-2Re_50000M_0.3.jpg,NACA2326,-2,0.3,0.06272,-0.4697
airfoils-2deg/NACA2404a_-2Re_50000M_0.3.jpg,NACA2404,-2,0.3,0.0211,-0.0646
airfoils-2deg/NACA2407a_-2Re_50000M_0.3.jpg,NACA2407,-2,0.3,0.01693,-0.1115
airfoils-2deg/NACA2408a_-2Re_50000M_0.3.jpg,NACA2408,-2,0.3,0.01643,-0.1185
airfoils-2deg/NACA2409a_-2Re_50000M_0.3.jpg,NACA2409,-2,0.3,0.01821,-0.1675
airfoils-2deg/NACA2411a_-2Re_50000M_0.3.jpg,NACA2411,-2,0.3,0.02152,-0.2235
airfoils-2deg/NACA2412a_-2Re_50000M_0.3.jpg,NACA2412,-2,0.3,0.02346,-0.258
airfoils-2deg/NACA2413a_-2Re_50000M_0.3.jpg,NACA2413,-2,0.3,0.02552,-0.2963
airfoils-2deg/NACA2414a_-2Re_50000M_0.3.jpg,NACA2414,-2,0.3,0.02768,-0.3377
airfoils-2deg/NACA2415a_-2Re_50000M_0.3.jpg,NACA2415,-2,0.3,0.02996,-0.3735
airfoils-2deg/NACA2416a_-2Re_50000M_0.3.jpg,NACA2416,-2,0.3,0.03301,-0.3505
airfoils-2deg/NACA2417a_-2Re_50000M_0.3.jpg,NACA2417,-2,0.3,0.03578,-0.3474
airfoils-2deg/NACA2418a_-2Re_50000M_0.3.jpg,NACA2418,-2,0.3,0.03868,-0.3453
airfoils-2deg/NACA2419a_-2Re_50000M_0.3.jpg,NACA2419,-2,0.3,0.04148,-0.3617
airfoils-2deg/NACA2420a_-2Re_50000M_0.3.jpg,NACA2420,-2,0.3,0.04447,-0.3751
airfoils-2deg/NACA2421a_-2Re_50000M_0.3.jpg,NACA2421,-2,0.3,0.04741,-0.3884
airfoils-2deg/NACA2422a_-2Re_50000M_0.3.jpg,NACA2422,-2,0.3,0.05045,-0.4267
airfoils-2deg/NACA2423a_-2Re_50000M_0.3.jpg,NACA2423,-2,0.3,0.054,-0.4451
airfoils-2deg/NACA2425a_-2Re_50000M_0.3.jpg,NACA2425,-2,0.3,0.06222,-0.4831
airfoils-2deg/NACA2427a_-2Re_50000M_0.3.jpg,NACA2427,-2,0.3,0.07121,-0.5626
airfoils-2deg/NACA2429a_-2Re_50000M_0.3.jpg,NACA2429,-2,0.3,0.0825,-0.6291
airfoils-2deg/NACA2510a_-2Re_50000M_0.3.jpg,NACA2510,-2,0.3,0.02057,-0.202
airfoils-2deg/NACA2511a_-2Re_50000M_0.3.jpg,NACA2511,-2,0.3,0.02237,-0.2304
airfoils-2deg/NACA2512a_-2Re_50000M_0.3.jpg,NACA2512,-2,0.3,0.02426,-0.2634
airfoils-2deg/NACA2514a_-2Re_50000M_0.3.jpg,NACA2514,-2,0.3,0.02834,-0.3381
airfoils-2deg/NACA2515a_-2Re_50000M_0.3.jpg,NACA2515,-2,0.3,0.03054,-0.3779
airfoils-2deg/NACA2516a_-2Re_50000M_0.3.jpg,NACA2516,-2,0.3,0.03286,-0.4193
airfoils-2deg/NACA2517a_-2Re_50000M_0.3.jpg,NACA2517,-2,0.3,0.03559,-0.4427
airfoils-2deg/NACA2518a_-2Re_50000M_0.3.jpg,NACA2518,-2,0.3,0.03921,-0.429
airfoils-2deg/NACA2519a_-2Re_50000M_0.3.jpg,NACA2519,-2,0.3,0.04256,-0.4332
airfoils-2deg/NACA2520a_-2Re_50000M_0.3.jpg,NACA2520,-2,0.3,0.0458,-0.4415
airfoils-2deg/NACA2521a_-2Re_50000M_0.3.jpg,NACA2521,-2,0.3,0.04938,-0.454
airfoils-2deg/NACA2522a_-2Re_50000M_0.3.jpg,NACA2522,-2,0.3,0.05283,-0.4718
airfoils-2deg/NACA2523a_-2Re_50000M_0.3.jpg,NACA2523,-2,0.3,0.05639,-0.4886
airfoils-2deg/NACA2525a_-2Re_50000M_0.3.jpg,NACA2525,-2,0.3,0.06577,-0.5231
airfoils-2deg/NACA2529a_-2Re_50000M_0.3.jpg,NACA2529,-2,0.3,0.09924,-0.4359
airfoils-2deg/NACA2605a_-2Re_50000M_0.3.jpg,NACA2605,-2,0.3,0.01471,-0.0845
airfoils-2deg/NACA2606a_-2Re_50000M_0.3.jpg,NACA2606,-2,0.3,0.01535,-0.1057
airfoils-2deg/NACA2607a_-2Re_50000M_0.3.jpg,NACA2607,-2,0.3,0.01638,-0.1368
airfoils-2deg/NACA2608a_-2Re_50000M_0.3.jpg,NACA2608,-2,0.3,0.01808,-0.1657
airfoils-2deg/NACA2609a_-2Re_50000M_0.3.jpg,NACA2609,-2,0.3,0.0197,-0.184
airfoils-2deg/NACA2610a_-2Re_50000M_0.3.jpg,NACA2610,-2,0.3,0.02135,-0.2062
airfoils-2deg/NACA2611a_-2Re_50000M_0.3.jpg,NACA2611,-2,0.3,0.02306,-0.2332
airfoils-2deg/NACA2612a_-2Re_50000M_0.3.jpg,NACA2612,-2,0.3,0.02485,-0.2631
airfoils-2deg/NACA2613a_-2Re_50000M_0.3.jpg,NACA2613,-2,0.3,0.02673,-0.2948
airfoils-2deg/NACA2614a_-2Re_50000M_0.3.jpg,NACA2614,-2,0.3,0.02879,-0.3308
airfoils-2deg/NACA2615a_-2Re_50000M_0.3.jpg,NACA2615,-2,0.3,0.03096,-0.3683
airfoils-2deg/NACA2616a_-2Re_50000M_0.3.jpg,NACA2616,-2,0.3,0.03329,-0.4079
airfoils-2deg/NACA2617a_-2Re_50000M_0.3.jpg,NACA2617,-2,0.3,0.03573,-0.4484
airfoils-2deg/NACA2618a_-2Re_50000M_0.3.jpg,NACA2618,-2,0.3,0.03825,-0.4897
airfoils-2deg/NACA2619a_-2Re_50000M_0.3.jpg,NACA2619,-2,0.3,0.0421,-0.4938
airfoils-2deg/NACA2620a_-2Re_50000M_0.3.jpg,NACA2620,-2,0.3,0.04642,-0.4832
airfoils-2deg/NACA2621a_-2Re_50000M_0.3.jpg,NACA2621,-2,0.3,0.05033,-0.4741
airfoils-2deg/NACA2622a_-2Re_50000M_0.3.jpg,NACA2622,-2,0.3,0.05462,-0.4844
airfoils-2deg/NACA2623a_-2Re_50000M_0.3.jpg,NACA2623,-2,0.3,0.05898,-0.4929
airfoils-2deg/NACA2624a_-2Re_50000M_0.3.jpg,NACA2624,-2,0.3,0.06253,-0.5035
airfoils-2deg/NACA2628a_-2Re_50000M_0.3.jpg,NACA2628,-2,0.3,0.09149,-0.4228
airfoils-2deg/NACA2630a_-2Re_50000M_0.3.jpg,NACA2630,-2,0.3,0.11755,-0.2316
airfoils-2deg/NACA2703a_-2Re_50000M_0.3.jpg,NACA2703,-2,0.3,0.02039,-0.0417
airfoils-2deg/NACA2704a_-2Re_50000M_0.3.jpg,NACA2704,-2,0.3,0.01496,-0.0666
airfoils-2deg/NACA2705a_-2Re_50000M_0.3.jpg,NACA2705,-2,0.3,0.01506,-0.0963
airfoils-2deg/NACA2706a_-2Re_50000M_0.3.jpg,NACA2706,-2,0.3,0.01576,-0.1254
airfoils-2deg/NACA2707a_-2Re_50000M_0.3.jpg,NACA2707,-2,0.3,0.01733,-0.1587
airfoils-2deg/NACA2708a_-2Re_50000M_0.3.jpg,NACA2708,-2,0.3,0.01896,-0.1729
airfoils-2deg/NACA2709a_-2Re_50000M_0.3.jpg,NACA2709,-2,0.3,0.02056,-0.1889
airfoils-2deg/NACA2710a_-2Re_50000M_0.3.jpg,NACA2710,-2,0.3,0.02213,-0.2083
airfoils-2deg/NACA2711a_-2Re_50000M_0.3.jpg,NACA2711,-2,0.3,0.02373,-0.2313
airfoils-2deg/NACA2712a_-2Re_50000M_0.3.jpg,NACA2712,-2,0.3,0.02539,-0.2576
airfoils-2deg/NACA2714a_-2Re_50000M_0.3.jpg,NACA2714,-2,0.3,0.0291,-0.3192
airfoils-2deg/NACA2715a_-2Re_50000M_0.3.jpg,NACA2715,-2,0.3,0.0312,-0.3542
airfoils-2deg/NACA2716a_-2Re_50000M_0.3.jpg,NACA2716,-2,0.3,0.03348,-0.3923
airfoils-2deg/NACA2717a_-2Re_50000M_0.3.jpg,NACA2717,-2,0.3,0.03597,-0.433
airfoils-2deg/NACA2719a_-2Re_50000M_0.3.jpg,NACA2719,-2,0.3,0.04169,-0.518
airfoils-2deg/NACA2720a_-2Re_50000M_0.3.jpg,NACA2720,-2,0.3,0.04613,-0.5006
airfoils-2deg/NACA2721a_-2Re_50000M_0.3.jpg,NACA2721,-2,0.3,0.05131,-0.4859
airfoils-2deg/NACA2722a_-2Re_50000M_0.3.jpg,NACA2722,-2,0.3,0.05498,-0.4876
airfoils-2deg/NACA2726a_-2Re_50000M_0.3.jpg,NACA2726,-2,0.3,0.07879,-0.4253
airfoils-2deg/NACA2805a_-2Re_50000M_0.3.jpg,NACA2805,-2,0.3,0.01551,-0.1174
airfoils-2deg/NACA2806a_-2Re_50000M_0.3.jpg,NACA2806,-2,0.3,0.01654,-0.1491
airfoils-2deg/NACA2807a_-2Re_50000M_0.3.jpg,NACA2807,-2,0.3,0.01834,-0.1703
airfoils-2deg/NACA2808a_-2Re_50000M_0.3.jpg,NACA2808,-2,0.3,0.02003,-0.181
airfoils-2deg/NACA2809a_-2Re_50000M_0.3.jpg,NACA2809,-2,0.3,0.02154,-0.1937
airfoils-2deg/NACA2810a_-2Re_50000M_0.3.jpg,NACA2810,-2,0.3,0.02293,-0.2091
airfoils-2deg/NACA2811a_-2Re_50000M_0.3.jpg,NACA2811,-2,0.3,0.02435,-0.2284
airfoils-2deg/NACA2812a_-2Re_50000M_0.3.jpg,NACA2812,-2,0.3,0.02586,-0.2503
airfoils-2deg/NACA2813a_-2Re_50000M_0.3.jpg,NACA2813,-2,0.3,0.02752,-0.2756
airfoils-2deg/NACA2814a_-2Re_50000M_0.3.jpg,NACA2814,-2,0.3,0.02934,-0.304
airfoils-2deg/NACA2815a_-2Re_50000M_0.3.jpg,NACA2815,-2,0.3,0.0315,-0.34
airfoils-2deg/NACA2816a_-2Re_50000M_0.3.jpg,NACA2816,-2,0.3,0.03381,-0.3782
airfoils-2deg/NACA2817a_-2Re_50000M_0.3.jpg,NACA2817,-2,0.3,0.0363,-0.4184
airfoils-2deg/NACA2819a_-2Re_50000M_0.3.jpg,NACA2819,-2,0.3,0.04201,-0.5041
airfoils-2deg/NACA2821a_-2Re_50000M_0.3.jpg,NACA2821,-2,0.3,0.05134,-0.4795
airfoils-2deg/NACA2822a_-2Re_50000M_0.3.jpg,NACA2822,-2,0.3,0.05572,-0.4755
airfoils-2deg/NACA2824a_-2Re_50000M_0.3.jpg,NACA2824,-2,0.3,0.0678,-0.4458
airfoils-2deg/NACA2826a_-2Re_50000M_0.3.jpg,NACA2826,-2,0.3,0.08035,-0.389
airfoils-2deg/NACA2827a_-2Re_50000M_0.3.jpg,NACA2827,-2,0.3,0.09448,-0.2182
airfoils-2deg/NACA2905a_-2Re_50000M_0.3.jpg,NACA2905,-2,0.3,0.01665,-0.1513
airfoils-2deg/NACA2906a_-2Re_50000M_0.3.jpg,NACA2906,-2,0.3,0.01822,-0.1787
airfoils-2deg/NACA2907a_-2Re_50000M_0.3.jpg,NACA2907,-2,0.3,0.01992,-0.1921
airfoils-2deg/NACA2909a_-2Re_50000M_0.3.jpg,NACA2909,-2,0.3,0.02256,-0.2075
airfoils-2deg/NACA2910a_-2Re_50000M_0.3.jpg,NACA2910,-2,0.3,0.02378,-0.2175
airfoils-2deg/NACA2911a_-2Re_50000M_0.3.jpg,NACA2911,-2,0.3,0.0251,-0.2334
airfoils-2deg/NACA2912a_-2Re_50000M_0.3.jpg,NACA2912,-2,0.3,0.02654,-0.2515
airfoils-2deg/NACA2913a_-2Re_50000M_0.3.jpg,NACA2913,-2,0.3,0.02819,-0.2753
airfoils-2deg/NACA2914a_-2Re_50000M_0.3.jpg,NACA2914,-2,0.3,0.03004,-0.3047
airfoils-2deg/NACA2915a_-2Re_50000M_0.3.jpg,NACA2915,-2,0.3,0.03206,-0.3377
airfoils-2deg/NACA2916a_-2Re_50000M_0.3.jpg,NACA2916,-2,0.3,0.03445,-0.3777
airfoils-2deg/NACA2918a_-2Re_50000M_0.3.jpg,NACA2918,-2,0.3,0.03983,-0.4637
airfoils-2deg/NACA2919a_-2Re_50000M_0.3.jpg,NACA2919,-2,0.3,0.04286,-0.5078
airfoils-2deg/NACA2920a_-2Re_50000M_0.3.jpg,NACA2920,-2,0.3,0.048,-0.4978
airfoils-2deg/NACA2922a_-2Re_50000M_0.3.jpg,NACA2922,-2,0.3,0.0579,-0.462
airfoils-2deg/NACA3003a_-2Re_50000M_0.3.jpg,NACA3003,-2,0.3,0.01314,0.0341
airfoils-2deg/NACA3004a_-2Re_50000M_0.3.jpg,NACA3004,-2,0.3,0.0135,0.0277
airfoils-2deg/NACA3005a_-2Re_50000M_0.3.jpg,NACA3005,-2,0.3,0.01393,0.0191
airfoils-2deg/NACA3006a_-2Re_50000M_0.3.jpg,NACA3006,-2,0.3,0.01446,0.0087
airfoils-2deg/NACA3007a_-2Re_50000M_0.3.jpg,NACA3007,-2,0.3,0.01511,-0.0036
airfoils-2deg/NACA3008a_-2Re_50000M_0.3.jpg,NACA3008,-2,0.3,0.01594,-0.018
airfoils-2deg/NACA3009a_-2Re_50000M_0.3.jpg,NACA3009,-2,0.3,0.01697,-0.0351
airfoils-2deg/NACA3010a_-2Re_50000M_0.3.jpg,NACA3010,-2,0.3,0.01824,-0.0539
airfoils-2deg/NACA3011a_-2Re_50000M_0.3.jpg,NACA3011,-2,0.3,0.01985,-0.0719
airfoils-2deg/NACA3012a_-2Re_50000M_0.3.jpg,NACA3012,-2,0.3,0.02195,-0.0832
airfoils-2deg/NACA3013a_-2Re_50000M_0.3.jpg,NACA3013,-2,0.3,0.0249,-0.079
airfoils-2deg/NACA3014a_-2Re_50000M_0.3.jpg,NACA3014,-2,0.3,0.029,-0.0598
airfoils-2deg/NACA3015a_-2Re_50000M_0.3.jpg,NACA3015,-2,0.3,0.0328,-0.132
airfoils-2deg/NACA3016a_-2Re_50000M_0.3.jpg,NACA3016,-2,0.3,0.03558,-0.1781
airfoils-2deg/NACA3017a_-2Re_50000M_0.3.jpg,NACA3017,-2,0.3,0.03819,-0.1982
airfoils-2deg/NACA3018a_-2Re_50000M_0.3.jpg,NACA3018,-2,0.3,0.04058,-0.2286
airfoils-2deg/NACA3019a_-2Re_50000M_0.3.jpg,NACA3019,-2,0.3,0.04317,-0.2436
airfoils-2deg/NACA3020a_-2Re_50000M_0.3.jpg,NACA3020,-2,0.3,0.0461,-0.2548
airfoils-2deg/NACA3021a_-2Re_50000M_0.3.jpg,NACA3021,-2,0.3,0.04949,-0.2657
airfoils-2deg/NACA3022a_-2Re_50000M_0.3.jpg,NACA3022,-2,0.3,0.05336,-0.2669
airfoils-2deg/NACA3023a_-2Re_50000M_0.3.jpg,NACA3023,-2,0.3,0.05635,-0.2839
airfoils-2deg/NACA3024a_-2Re_50000M_0.3.jpg,NACA3024,-2,0.3,0.06148,-0.3015
airfoils-2deg/NACA3026a_-2Re_50000M_0.3.jpg,NACA3026,-2,0.3,0.07184,-0.3167
airfoils-2deg/NACA3028a_-2Re_50000M_0.3.jpg,NACA3028,-2,0.3,0.08689,-0.247
airfoils-2deg/NACA3114a_-2Re_50000M_0.3.jpg,NACA3114,-2,0.3,0.03675,-0.2251
airfoils-2deg/NACA3116a_-2Re_50000M_0.3.jpg,NACA3116,-2,0.3,0.03816,-0.1721
airfoils-2deg/NACA3117a_-2Re_50000M_0.3.jpg,NACA3117,-2,0.3,0.03917,-0.1629
airfoils-2deg/NACA3118a_-2Re_50000M_0.3.jpg,NACA3118,-2,0.3,0.03993,-0.1626
airfoils-2deg/NACA3119a_-2Re_50000M_0.3.jpg,NACA3119,-2,0.3,0.04036,-0.178
airfoils-2deg/NACA3120a_-2Re_50000M_0.3.jpg,NACA3120,-2,0.3,0.04085,-0.2204
airfoils-2deg/NACA3129a_-2Re_50000M_0.3.jpg,NACA3129,-2,0.3,0.10316,-0.1408
airfoils-2deg/NACA3130a_-2Re_50000M_0.3.jpg,NACA3130,-2,0.3,0.11233,-0.1103
airfoils-2deg/NACA3208a_-2Re_50000M_0.3.jpg,NACA3208,-2,0.3,0.03211,-0.1068
airfoils-2deg/NACA3209a_-2Re_50000M_0.3.jpg,NACA3209,-2,0.3,0.03228,-0.1301
airfoils-2deg/NACA3210a_-2Re_50000M_0.3.jpg,NACA3210,-2,0.3,0.03264,-0.1569
airfoils-2deg/NACA3212a_-2Re_50000M_0.3.jpg,NACA3212,-2,0.3,0.03396,-0.2206
airfoils-2deg/NACA3213a_-2Re_50000M_0.3.jpg,NACA3213,-2,0.3,0.03451,-0.2198
airfoils-2deg/NACA3214a_-2Re_50000M_0.3.jpg,NACA3214,-2,0.3,0.03477,-0.1757
airfoils-2deg/NACA3216a_-2Re_50000M_0.3.jpg,NACA3216,-2,0.3,0.03595,-0.1393
airfoils-2deg/NACA3217a_-2Re_50000M_0.3.jpg,NACA3217,-2,0.3,0.03636,-0.1263
airfoils-2deg/NACA3221a_-2Re_50000M_0.3.jpg,NACA3221,-2,0.3,0.04435,-0.2412
airfoils-2deg/NACA3224a_-2Re_50000M_0.3.jpg,NACA3224,-2,0.3,0.05505,-0.3353
airfoils-2deg/NACA3227a_-2Re_50000M_0.3.jpg,NACA3227,-2,0.3,0.06912,-0.4139
airfoils-2deg/NACA3305a_-2Re_50000M_0.3.jpg,NACA3305,-2,0.3,0.02892,-0.032
airfoils-2deg/NACA3306a_-2Re_50000M_0.3.jpg,NACA3306,-2,0.3,0.02829,-0.0494
airfoils-2deg/NACA3307a_-2Re_50000M_0.3.jpg,NACA3307,-2,0.3,0.02789,-0.0685
airfoils-2deg/NACA3308a_-2Re_50000M_0.3.jpg,NACA3308,-2,0.3,0.02798,-0.0905
airfoils-2deg/NACA3309a_-2Re_50000M_0.3.jpg,NACA3309,-2,0.3,0.02851,-0.1161
airfoils-2deg/NACA3310a_-2Re_50000M_0.3.jpg,NACA3310,-2,0.3,0.02925,-0.1462
airfoils-2deg/NACA3311a_-2Re_50000M_0.3.jpg,NACA3311,-2,0.3,0.03032,-0.1807
airfoils-2deg/NACA3312a_-2Re_50000M_0.3.jpg,NACA3312,-2,0.3,0.03171,-0.2183
airfoils-2deg/NACA3314a_-2Re_50000M_0.3.jpg,NACA3314,-2,0.3,0.03354,-0.1523
airfoils-2deg/NACA3315a_-2Re_50000M_0.3.jpg,NACA3315,-2,0.3,0.03465,-0.1423
airfoils-2deg/NACA3316a_-2Re_50000M_0.3.jpg,NACA3316,-2,0.3,0.03605,-0.1461
airfoils-2deg/NACA3317a_-2Re_50000M_0.3.jpg,NACA3317,-2,0.3,0.03757,-0.1518
airfoils-2deg/NACA3318a_-2Re_50000M_0.3.jpg,NACA3318,-2,0.3,0.03934,-0.1648
airfoils-2deg/NACA3319a_-2Re_50000M_0.3.jpg,NACA3319,-2,0.3,0.0415,-0.1897
airfoils-2deg/NACA3320a_-2Re_50000M_0.3.jpg,NACA3320,-2,0.3,0.04388,-0.2186
airfoils-2deg/NACA3321a_-2Re_50000M_0.3.jpg,NACA3321,-2,0.3,0.04601,-0.2271
airfoils-2deg/NACA3322a_-2Re_50000M_0.3.jpg,NACA3322,-2,0.3,0.04939,-0.2857
airfoils-2deg/NACA3324a_-2Re_50000M_0.3.jpg,NACA3324,-2,0.3,0.05575,-0.3639
airfoils-2deg/NACA3327a_-2Re_50000M_0.3.jpg,NACA3327,-2,0.3,0.06692,-0.4892
airfoils-2deg/NACA3407a_-2Re_50000M_0.3.jpg,NACA3407,-2,0.3,0.02449,-0.0562
airfoils-2deg/NACA3408a_-2Re_50000M_0.3.jpg,NACA3408,-2,0.3,0.02495,-0.0797
airfoils-2deg/NACA3409a_-2Re_50000M_0.3.jpg,NACA3409,-2,0.3,0.02576,-0.1072
airfoils-2deg/NACA3411a_-2Re_50000M_0.3.jpg,NACA3411,-2,0.3,0.02847,-0.1748
airfoils-2deg/NACA3412a_-2Re_50000M_0.3.jpg,NACA3412,-2,0.3,0.03015,-0.2142
airfoils-2deg/NACA3413a_-2Re_50000M_0.3.jpg,NACA3413,-2,0.3,0.03205,-0.2551
airfoils-2deg/NACA3415a_-2Re_50000M_0.3.jpg,NACA3415,-2,0.3,0.03629,-0.2238
airfoils-2deg/NACA3416a_-2Re_50000M_0.3.jpg,NACA3416,-2,0.3,0.03862,-0.2191
airfoils-2deg/NACA3417a_-2Re_50000M_0.3.jpg,NACA3417,-2,0.3,0.04097,-0.2358
airfoils-2deg/NACA3418a_-2Re_50000M_0.3.jpg,NACA3418,-2,0.3,0.04348,-0.2539
airfoils-2deg/NACA3420a_-2Re_50000M_0.3.jpg,NACA3420,-2,0.3,0.0489,-0.3071
airfoils-2deg/NACA3421a_-2Re_50000M_0.3.jpg,NACA3421,-2,0.3,0.05181,-0.3382
airfoils-2deg/NACA3422a_-2Re_50000M_0.3.jpg,NACA3422,-2,0.3,0.05501,-0.3725
